student_id,record_date,record_type,location,amount,frequency,access_time,weekday
S000253,2025-10-09,consumption,食堂一楼,10.28,2.0,2025-10-09 17:46:00,3
S000253,2025-10-19,consumption,食堂一楼,14.02,2.0,2025-10-19 13:19:00,6
S000253,2025-10-20,consumption,食堂二楼,43.57,1.0,2025-10-20 12:37:00,0
S000253,2025-11-04,consumption,食堂三楼,21.785,2.0,2025-11-04 21:41:00,1
S000253,2025-11-05,access,宿舍楼,0.0,1.0,2025-11-05 21:39:00,2
S000254,2025-09-05,consumption,食堂一楼,19.42,2.0,2025-09-05 22:04:00,4
S000254,2025-09-08,consumption,浴室,1.62,2.0,2025-09-08 11:44:00,0
S000254,2025-09-13,consumption,快递点,0.73,3.0,2025-09-13 08:12:00,5
S000254,2025-09-25,access,图书馆,25.785000000000004,1.0,2025-09-25 10:33:00,3
S000254,2025-09-26,consumption,校园超市,50.84,3.0,2025-09-26 06:53:00,4
S000254,2025-10-05,consumption,浴室,4.31,3.0,2025-10-05 08:51:00,6
S000254,2025-10-09,consumption,食堂二楼,29.17,1.0,2025-10-09 21:29:00,3
S000254,2025-10-29,consumption,浴室,1.7,2.0,2025-10-29 08:47:00,2
S000254,2025-11-07,access,图书馆,0.0,1.0,2025-11-07 13:42:00,4
S000254,2025-11-23,access,图书馆,0.0,1.0,2025-11-23 19:45:00,6
S000255,2025-10-10,consumption,食堂一楼,19.17,1.0,2025-10-10 21:00:00,4
S000255,2025-10-11,access,宿舍楼,0.0,1.0,2025-10-11 21:10:00,5
S000255,2025-10-23,consumption,校园超市,21.36,3.0,2025-10-23 11:21:00,3
S000255,2025-10-26,access,图书馆,0.0,1.0,2025-10-26 19:56:00,6
S000255,2025-10-27,access,图书馆,0.0,1.0,2025-10-27 17:51:00,0
S000255,2025-11-01,consumption,食堂一楼,23.96,2.0,2025-11-01 12:06:00,5
S000255,2025-11-04,consumption,食堂三楼,12.92,3.0,2025-11-04 15:16:00,1
S000255,2025-11-08,consumption,食堂三楼,40.37,3.0,2025-11-08 23:32:00,5
S000255,2025-11-09,consumption,浴室,2.69,3.0,2025-11-09 06:37:00,6
S000255,2025-11-21,consumption,校园超市,29.42,1.0,2025-11-21 14:48:00,4
S000256,2025-09-14,access,图书馆,0.0,1.0,2025-09-14 12:32:00,6
S000256,2025-09-19,consumption,开水房,2.09,3.0,2025-09-19 16:28:00,4
S000256,2025-09-21,consumption,浴室,4.92,3.0,2025-09-21 19:49:00,6
S000256,2025-09-23,consumption,校园超市,5.78,3.0,2025-09-23 15:06:00,1
S000256,2025-10-05,consumption,食堂三楼,19.81,2.0,2025-10-05 15:23:00,6
S000256,2025-10-10,consumption,浴室,2.62,3.0,2025-10-10 15:59:00,4
S000256,2025-10-10,consumption,校园超市,66.73,2.0,2025-10-10 06:48:00,4
S000256,2025-10-21,access,图书馆,0.0,1.0,2025-10-21 17:42:00,1
S000256,2025-10-27,consumption,开水房,2.92,1.0,2025-10-27 12:49:00,0
S000256,2025-11-18,consumption,开水房,1.2,1.0,2025-11-18 12:49:00,1
S000257,2025-09-10,consumption,快递点,3.8,1.0,2025-09-10 10:37:00,2
S000257,2025-09-13,consumption,食堂三楼,20.89,2.0,2025-09-13 23:23:00,5
S000257,2025-09-21,consumption,校园超市,15.19,3.0,2025-09-21 21:02:00,6
S000257,2025-10-06,consumption,开水房,1.41,3.0,2025-10-06 14:18:00,0
S000257,2025-10-18,consumption,校园超市,15.2,2.0,2025-10-18 16:35:00,5
S000257,2025-10-22,consumption,校园超市,39.65,2.0,2025-10-22 10:29:00,2
S000257,2025-10-27,access,图书馆,0.0,1.0,2025-10-27 09:15:00,0
S000257,2025-10-27,access,图书馆,0.0,1.0,2025-10-27 15:08:00,0
S000257,2025-11-11,access,图书馆,0.0,1.0,2025-11-11 17:32:00,1
S000257,2025-11-24,consumption,开水房,2.69,1.0,2025-11-24 18:03:00,0
S000258,2025-09-03,consumption,开水房,2.35,2.0,2025-09-03 21:51:00,2
S000258,2025-09-03,consumption,食堂一楼,30.42,3.0,2025-09-03 16:50:00,2
S000258,2025-09-07,access,图书馆,0.0,1.0,2025-09-07 16:23:00,6
S000258,2025-10-08,consumption,食堂二楼,3.855,1.0,2025-10-08 16:54:00,2
S000258,2025-10-09,consumption,浴室,0.9,1.5,2025-10-09 16:36:00,3
S000258,2025-10-12,consumption,校园超市,27.26,2.0,2025-10-12 16:12:00,6
S000258,2025-10-17,access,宿舍楼,0.0,1.0,2025-10-17 12:11:00,4
S000258,2025-11-08,consumption,浴室,2.0,1.0,2025-11-08 08:36:00,5
S000258,2025-11-09,access,宿舍楼,0.0,1.0,2025-11-09 23:33:00,6
S000258,2025-11-26,access,宿舍楼,0.0,1.0,2025-11-26 14:38:00,2
S000259,2025-09-02,consumption,校园超市,17.17,1.0,2025-09-02 14:54:00,1
S000259,2025-09-03,consumption,食堂三楼,21.55,1.0,2025-09-03 18:01:00,2
S000259,2025-09-12,access,图书馆,0.0,1.0,2025-09-12 16:10:00,4
S000259,2025-09-19,consumption,食堂二楼,23.67,1.0,2025-09-19 06:34:00,4
S000259,2025-09-29,consumption,快递点,1.97,2.0,2025-09-29 12:49:00,0
S000259,2025-10-06,consumption,开水房,1.18,2.0,2025-10-06 08:11:00,0
S000259,2025-10-30,consumption,食堂二楼,41.06,1.0,2025-10-30 19:52:00,3
S000259,2025-11-05,access,图书馆,0.0,1.0,2025-11-05 17:59:00,2
S000259,2025-11-13,access,图书馆,0.0,1.0,2025-11-13 11:49:00,3
S000259,2025-11-22,consumption,校园超市,24.31,3.0,2025-11-22 19:56:00,5
S000260,2025-09-27,consumption,校园超市,18.83,2.0,2025-09-27 18:12:00,5
S000260,2025-09-27,access,图书馆,0.0,1.0,2025-09-27 09:11:00,5
S000260,2025-09-27,consumption,校园超市,21.39,3.0,2025-09-27 17:47:00,5
S000260,2025-09-30,consumption,食堂二楼,35.3,2.0,2025-09-30 11:27:00,1
S000260,2025-10-05,consumption,食堂二楼,25.18,2.0,2025-10-05 06:08:00,6
S000260,2025-10-11,consumption,食堂二楼,9.03,1.0,2025-10-11 22:23:00,5
S000260,2025-10-27,consumption,校园超市,36.09,1.0,2025-10-27 20:55:00,0
S000260,2025-11-04,access,图书馆,0.0,1.5,2025-11-04 10:48:00,1
S000260,2025-11-09,consumption,食堂一楼,24.08,2.0,2025-11-09 16:59:00,6
S000260,2025-11-17,access,图书馆,0.0,1.0,2025-11-17 20:08:00,0
S000261,2025-09-05,consumption,快递点,1.44,3.0,2025-09-05 15:23:00,4
S000261,2025-09-17,consumption,食堂二楼,40.41,3.0,2025-09-17 21:48:00,2
S000261,2025-09-19,access,图书馆,0.0,1.0,2025-09-19 17:00:00,4
S000261,2025-10-17,access,图书馆,0.0,1.0,2025-10-17 14:54:00,4
S000261,2025-10-19,access,宿舍楼,14.585,1.0,2025-10-19 09:22:00,6
S000261,2025-10-31,consumption,食堂三楼,29.17,3.0,2025-10-31 16:02:00,4
S000261,2025-11-01,consumption,食堂一楼,14.585,2.0,2025-11-01 06:00:00,5
S000261,2025-11-06,access,图书馆,0.0,1.0,2025-11-06 13:56:00,3
S000261,2025-11-19,consumption,食堂二楼,5.77,2.0,2025-11-19 11:11:00,2
S000261,2025-11-23,consumption,开水房,0.88,3.0,2025-11-23 18:56:00,6
S000262,2025-09-04,consumption,校园超市,17.96,1.0,2025-09-04 10:58:00,3
S000262,2025-09-09,consumption,校园超市,8.98,2.0,2025-09-09 19:54:00,1
S000262,2025-09-15,access,图书馆,0.0,1.0,2025-09-15 15:13:00,0
S000262,2025-09-21,consumption,食堂三楼,14.59,1.0,2025-09-21 08:26:00,6
S000262,2025-10-10,consumption,食堂三楼,3.855,2.0,2025-10-10 16:01:00,4
S000262,2025-10-23,consumption,校园超市,48.74,3.0,2025-10-23 22:10:00,3
S000262,2025-10-31,consumption,食堂三楼,14.49,1.0,2025-10-31 16:42:00,4
S000262,2025-11-08,consumption,快递点,3.21,3.0,2025-11-08 06:19:00,5
S000262,2025-11-09,consumption,浴室,3.51,1.0,2025-11-09 21:31:00,6
S000262,2025-11-13,consumption,食堂二楼,17.96,3.0,2025-11-13 10:51:00,3
S000263,2025-09-19,consumption,食堂一楼,63.88,3.0,2025-09-19 09:45:00,4
S000263,2025-09-28,consumption,食堂三楼,27.35,3.0,2025-09-28 20:07:00,6
S000263,2025-10-06,consumption,浴室,4.66,2.0,2025-10-06 11:16:00,0
S000263,2025-10-20,consumption,快递点,1.39,1.0,2025-10-20 06:09:00,0
S000263,2025-10-22,consumption,浴室,0.97,1.0,2025-10-22 14:11:00,2
S000263,2025-10-25,consumption,食堂二楼,22.3,3.0,2025-10-25 07:47:00,5
S000263,2025-11-13,access,宿舍楼,0.0,1.0,2025-11-13 10:20:00,3
S000263,2025-11-13,consumption,快递点,2.05,3.0,2025-11-13 18:28:00,3
S000263,2025-11-21,consumption,快递点,1.57,2.0,2025-11-21 16:00:00,4
S000263,2025-11-24,consumption,开水房,4.88,3.0,2025-11-24 22:33:00,0
S000264,2025-09-03,consumption,开水房,2.09,3.0,2025-09-03 10:36:00,2
S000264,2025-09-24,consumption,浴室,1.38,3.0,2025-09-24 13:49:00,2
S000264,2025-09-30,access,图书馆,16.405,1.0,2025-09-30 09:35:00,1
S000264,2025-10-08,consumption,食堂三楼,31.43,2.0,2025-10-08 20:27:00,2
S000264,2025-10-14,access,宿舍楼,0.0,1.0,2025-10-14 23:29:00,1
S000264,2025-10-17,consumption,食堂一楼,37.9,2.0,2025-10-17 10:06:00,4
S000264,2025-11-07,consumption,快递点,2.9,3.0,2025-11-07 13:44:00,4
S000264,2025-11-07,consumption,食堂二楼,26.45,1.0,2025-11-07 11:40:00,4
S000264,2025-11-10,access,图书馆,0.0,1.0,2025-11-10 21:32:00,0
S000264,2025-11-24,consumption,快递点,2.04,1.0,2025-11-24 14:04:00,0
S000265,2025-09-18,access,宿舍楼,0.0,1.0,2025-09-18 06:04:00,3
S000265,2025-09-19,consumption,食堂二楼,3.855,1.0,2025-09-19 18:50:00,4
S000265,2025-09-20,consumption,浴室,2.41,1.0,2025-09-20 14:03:00,5
S000265,2025-09-21,consumption,校园超市,19.18,3.0,2025-09-21 12:15:00,6
S000265,2025-10-03,access,宿舍楼,23.155,1.0,2025-10-03 12:59:00,4
S000265,2025-10-15,consumption,食堂三楼,27.13,1.0,2025-10-15 18:07:00,2
S000265,2025-10-22,consumption,浴室,4.87,2.0,2025-10-22 20:20:00,2
S000265,2025-11-14,access,图书馆,0.0,1.0,2025-11-14 11:28:00,4
S000265,2025-11-18,consumption,食堂一楼,29.44,1.0,2025-11-18 19:08:00,1
S000265,2025-11-21,access,图书馆,0.0,1.0,2025-11-21 21:59:00,4
S000266,2025-09-10,access,宿舍楼,0.0,1.0,2025-09-10 14:02:00,2
S000266,2025-09-14,access,宿舍楼,0.0,1.0,2025-09-14 14:57:00,6
S000266,2025-09-19,consumption,快递点,1.97,3.0,2025-09-19 09:33:00,4
S000266,2025-10-03,consumption,食堂三楼,33.76,2.0,2025-10-03 14:22:00,4
S000266,2025-10-08,consumption,食堂一楼,44.41,1.0,2025-10-08 17:15:00,2
S000266,2025-10-10,consumption,快递点,3.33,2.0,2025-10-10 13:42:00,4
S000266,2025-10-19,access,宿舍楼,0.0,1.0,2025-10-19 09:40:00,6
S000266,2025-10-27,consumption,食堂一楼,41.48,3.0,2025-10-27 20:09:00,0
S000266,2025-10-30,consumption,食堂二楼,42.64,3.0,2025-10-30 21:48:00,3
S000266,2025-11-25,consumption,开水房,4.83,2.0,2025-11-25 07:40:00,1
S000267,2025-09-11,consumption,开水房,4.13,1.0,2025-09-11 21:14:00,3
S000267,2025-09-13,consumption,快递点,1.57,3.0,2025-09-13 19:52:00,5
S000267,2025-10-21,access,图书馆,0.0,1.0,2025-10-21 13:41:00,1
S000267,2025-10-23,access,宿舍楼,0.0,1.0,2025-10-23 14:22:00,3
S000267,2025-10-27,access,图书馆,0.0,1.0,2025-10-27 14:52:00,0
S000267,2025-11-12,consumption,开水房,4.76,1.0,2025-11-12 15:58:00,2
S000267,2025-11-15,consumption,食堂三楼,13.85,1.0,2025-11-15 21:35:00,5
S000267,2025-11-17,access,宿舍楼,0.0,1.0,2025-11-17 22:55:00,0
S000267,2025-11-20,access,宿舍楼,0.0,1.0,2025-11-20 06:13:00,3
S000267,2025-11-25,consumption,浴室,0.99,3.0,2025-11-25 09:36:00,1
S000268,2025-09-07,consumption,开水房,4.96,2.0,2025-09-07 11:13:00,6
S000268,2025-09-12,consumption,浴室,2.92,1.0,2025-09-12 16:53:00,4
S000268,2025-10-10,consumption,开水房,0.91,2.0,2025-10-10 16:39:00,4
S000268,2025-10-12,consumption,食堂二楼,13.83,3.0,2025-10-12 15:58:00,6
S000268,2025-10-14,access,宿舍楼,0.0,1.0,2025-10-14 11:10:00,1
S000268,2025-10-15,access,图书馆,0.0,1.0,2025-10-15 21:31:00,2
S000268,2025-11-03,consumption,快递点,2.22,2.0,2025-11-03 21:22:00,0
S000268,2025-11-04,access,宿舍楼,0.0,1.0,2025-11-04 23:34:00,1
S000268,2025-11-11,access,宿舍楼,0.0,1.0,2025-11-11 18:48:00,1
S000268,2025-11-27,consumption,食堂二楼,55.52,2.0,2025-11-27 20:50:00,3
S000269,2025-09-06,consumption,食堂二楼,23.76,3.0,2025-09-06 14:01:00,5
S000269,2025-09-23,consumption,开水房,0.84,1.0,2025-09-23 08:45:00,1
S000269,2025-10-02,access,宿舍楼,8.83,1.0,2025-10-02 20:26:00,3
S000269,2025-10-08,consumption,食堂一楼,16.82,2.0,2025-10-08 13:28:00,2
S000269,2025-10-14,consumption,校园超市,25.59,1.0,2025-10-14 18:06:00,1
S000269,2025-10-22,consumption,校园超市,15.254999999999999,3.0,2025-10-22 14:45:00,2
S000269,2025-11-03,consumption,开水房,4.92,1.0,2025-11-03 13:28:00,0
S000269,2025-11-11,consumption,浴室,1.37,1.0,2025-11-11 22:37:00,1
S000269,2025-11-16,access,宿舍楼,0.0,1.0,2025-11-16 14:09:00,6
S000269,2025-11-22,access,图书馆,0.0,1.0,2025-11-22 08:18:00,5
S000270,2025-10-11,consumption,快递点,3.22,3.0,2025-10-11 17:45:00,5
S000270,2025-10-16,consumption,开水房,1.11,3.0,2025-10-16 13:50:00,3
S000270,2025-10-17,access,宿舍楼,0.555,1.0,2025-10-17 19:23:00,4
S000270,2025-10-17,access,图书馆,0.0,1.0,2025-10-17 13:34:00,4
S000270,2025-11-08,consumption,食堂一楼,28.81,3.0,2025-11-08 21:34:00,5
S000270,2025-11-11,consumption,食堂三楼,54.97,2.0,2025-11-11 10:04:00,1
S000270,2025-11-13,access,宿舍楼,0.0,1.0,2025-11-13 20:31:00,3
S000270,2025-11-15,consumption,食堂二楼,30.29,1.0,2025-11-15 23:28:00,5
S000270,2025-11-27,consumption,开水房,1.74,2.0,2025-11-27 06:45:00,3
S000270,2025-11-29,consumption,浴室,4.19,1.0,2025-11-29 20:17:00,5
S000271,2025-09-04,consumption,校园超市,28.87,3.0,2025-09-04 09:21:00,3
S000271,2025-09-07,access,宿舍楼,0.0,1.0,2025-09-07 09:49:00,6
S000271,2025-09-10,consumption,浴室,2.36,1.0,2025-09-10 12:15:00,2
S000271,2025-09-12,consumption,校园超市,22.9,3.0,2025-09-12 18:51:00,4
S000271,2025-10-23,consumption,校园超市,43.44,2.3333333333333335,2025-10-23 16:11:00,3
S000271,2025-11-09,access,宿舍楼,0.0,1.6666666666666667,2025-11-09 06:39:00,6
S000271,2025-11-12,access,宿舍楼,0.0,1.0,2025-11-12 10:49:00,2
S000271,2025-11-16,consumption,开水房,3.94,1.0,2025-11-16 18:13:00,6
S000271,2025-11-16,access,图书馆,3.79,1.0,2025-11-16 21:11:00,6
S000271,2025-11-24,consumption,浴室,3.64,2.0,2025-11-24 16:14:00,0
S000272,2025-09-02,consumption,校园超市,15.83,1.0,2025-09-02 06:51:00,1
S000272,2025-09-08,consumption,食堂一楼,34.83,1.0,2025-09-08 06:33:00,0
S000272,2025-09-13,consumption,食堂二楼,44.47,3.0,2025-09-13 19:56:00,5
S000272,2025-09-13,consumption,食堂一楼,33.07,3.0,2025-09-13 07:35:00,5
S000272,2025-09-30,consumption,开水房,23.175,2.0,2025-09-30 20:48:00,1
S000272,2025-10-03,consumption,食堂二楼,13.28,2.0,2025-10-03 18:12:00,4
S000272,2025-10-27,access,图书馆,0.0,1.0,2025-10-27 16:09:00,0
S000272,2025-11-12,consumption,快递点,0.81,1.0,2025-11-12 12:40:00,2
S000272,2025-11-19,consumption,浴室,1.48,2.0,2025-11-19 09:55:00,2
S000272,2025-11-27,access,宿舍楼,1.48,1.0,2025-11-27 11:57:00,3
S000273,2025-09-09,consumption,食堂三楼,26.12,1.0,2025-09-09 13:52:00,1
S000273,2025-09-12,consumption,食堂三楼,24.72,3.0,2025-09-12 23:33:00,4
S000273,2025-09-24,consumption,食堂二楼,22.76,2.0,2025-09-24 21:12:00,2
S000273,2025-10-10,access,图书馆,0.0,1.0,2025-10-10 13:43:00,4
S000273,2025-10-20,access,图书馆,0.0,1.0,2025-10-20 18:35:00,0
S000273,2025-10-21,access,图书馆,0.0,1.0,2025-10-21 12:20:00,1
S000273,2025-10-27,consumption,食堂一楼,48.81,3.0,2025-10-27 09:51:00,0
S000273,2025-11-01,access,图书馆,0.0,1.0,2025-11-01 21:33:00,5
S000273,2025-11-02,consumption,校园超市,17.49,1.0,2025-11-02 17:03:00,6
S000273,2025-11-17,consumption,浴室,4.64,2.0,2025-11-17 23:53:00,0
S000274,2025-09-07,consumption,食堂一楼,54.45,2.0,2025-09-07 18:12:00,6
S000274,2025-09-18,consumption,食堂二楼,14.18,2.0,2025-09-18 19:25:00,3
S000274,2025-09-29,access,图书馆,0.0,2.0,2025-09-29 19:13:00,0
S000274,2025-10-12,consumption,浴室,2.25,2.0,2025-10-12 15:49:00,6
S000274,2025-10-16,access,图书馆,0.0,1.0,2025-10-16 21:52:00,3
S000274,2025-10-26,consumption,校园超市,6.35,1.0,2025-10-26 21:06:00,6
S000274,2025-11-15,access,图书馆,0.0,1.0,2025-11-15 18:20:00,5
S000274,2025-11-27,consumption,浴室,4.24,1.0,2025-11-27 08:19:00,3
S000274,2025-11-27,access,图书馆,0.0,1.0,2025-11-27 16:23:00,3
S000274,2025-11-27,consumption,食堂二楼,16.06,1.0,2025-11-27 20:11:00,3
S000275,2025-09-02,consumption,校园超市,6.97,2.0,2025-09-02 14:53:00,1
S000275,2025-09-02,consumption,校园超市,3.855,1.0,2025-09-02 20:08:00,1
S000275,2025-09-25,access,宿舍楼,0.0,1.0,2025-09-25 14:38:00,3
S000275,2025-10-13,access,宿舍楼,0.0,1.0,2025-10-13 13:23:00,0
S000275,2025-10-22,consumption,食堂二楼,8.36,3.0,2025-10-22 13:39:00,2
S000275,2025-11-03,consumption,开水房,3.26,1.0,2025-11-03 18:13:00,0
S000275,2025-11-23,access,宿舍楼,0.0,1.0,2025-11-23 19:44:00,6
S000275,2025-11-24,consumption,食堂一楼,40.65,3.0,2025-11-24 09:07:00,0
S000275,2025-11-25,consumption,校园超市,12.05,3.0,2025-11-25 15:13:00,1
S000275,2025-11-28,consumption,食堂三楼,14.94,1.0,2025-11-28 13:42:00,4
S000276,2025-09-15,consumption,快递点,2.25,1.0,2025-09-15 08:15:00,0
S000276,2025-09-21,access,宿舍楼,0.0,1.0,2025-09-21 08:11:00,6
S000276,2025-09-26,access,宿舍楼,0.0,1.0,2025-09-26 12:08:00,4
S000276,2025-10-03,access,宿舍楼,0.0,1.0,2025-10-03 20:12:00,4
S000276,2025-10-11,consumption,食堂一楼,3.855,1.0,2025-10-11 16:55:00,5
S000276,2025-10-26,consumption,校园超市,11.58,3.0,2025-10-26 10:28:00,6
S000276,2025-11-06,access,宿舍楼,0.0,1.0,2025-11-06 21:06:00,3
S000276,2025-11-08,consumption,开水房,1.65,3.0,2025-11-08 18:18:00,5
S000276,2025-11-08,consumption,快递点,3.07,1.0,2025-11-08 09:25:00,5
S000276,2025-11-16,access,图书馆,0.0,1.0,2025-11-16 20:13:00,6
S000277,2025-09-09,consumption,开水房,1.37,3.0,2025-09-09 20:01:00,1
S000277,2025-09-09,consumption,浴室,2.985,3.0,2025-09-09 11:46:00,1
S000277,2025-09-10,consumption,快递点,4.6,3.0,2025-09-10 18:18:00,2
S000277,2025-09-29,access,图书馆,0.0,1.0,2025-09-29 17:34:00,0
S000277,2025-10-12,consumption,食堂二楼,7.03,1.0,2025-10-12 13:00:00,6
S000277,2025-10-19,consumption,食堂一楼,3.855,2.0,2025-10-19 09:54:00,6
S000277,2025-10-27,consumption,食堂二楼,20.85,3.0,2025-10-27 22:18:00,0
S000277,2025-11-11,consumption,浴室,4.84,1.0,2025-11-11 09:43:00,1
S000277,2025-11-22,consumption,校园超市,44.05,1.0,2025-11-22 15:32:00,5
S000277,2025-11-27,consumption,校园超市,6.61,3.0,2025-11-27 13:43:00,3
S000278,2025-09-06,consumption,开水房,4.46,1.0,2025-09-06 18:08:00,5
S000278,2025-09-20,consumption,食堂三楼,40.91,1.0,2025-09-20 10:18:00,5
S000278,2025-09-21,consumption,食堂一楼,3.855,2.0,2025-09-21 15:09:00,6
S000278,2025-10-02,consumption,食堂二楼,37.59,3.0,2025-10-02 12:55:00,3
S000278,2025-10-12,consumption,食堂二楼,33.03,3.0,2025-10-12 22:13:00,6
S000278,2025-10-28,consumption,校园超市,31.54,3.0,2025-10-28 17:21:00,1
S000278,2025-11-02,consumption,食堂三楼,46.165,3.0,2025-11-02 20:30:00,6
S000278,2025-11-20,consumption,校园超市,60.79,2.0,2025-11-20 19:29:00,3
S000278,2025-11-21,access,宿舍楼,0.0,1.0,2025-11-21 14:56:00,4
S000278,2025-11-24,access,宿舍楼,0.0,1.0,2025-11-24 20:35:00,0
S000279,2025-09-07,consumption,食堂一楼,3.855,2.0,2025-09-07 17:12:00,6
S000279,2025-09-13,access,图书馆,0.0,2.5,2025-09-13 08:00:00,5
S000279,2025-09-26,consumption,浴室,4.5,3.0,2025-09-26 18:59:00,4
S000279,2025-10-02,access,图书馆,0.0,2.5,2025-10-02 20:59:00,3
S000279,2025-10-22,consumption,快递点,1.39,2.0,2025-10-22 16:29:00,2
S000279,2025-10-23,consumption,食堂三楼,35.85,1.0,2025-10-23 18:09:00,3
S000279,2025-10-31,consumption,开水房,2.54,3.0,2025-10-31 19:03:00,4
S000279,2025-11-02,consumption,快递点,3.26,3.0,2025-11-02 07:43:00,6
S000279,2025-11-06,consumption,校园超市,25.15,3.0,2025-11-06 12:24:00,3
S000279,2025-11-12,consumption,食堂三楼,25.84,3.0,2025-11-12 10:41:00,2
S000280,2025-09-06,consumption,校园超市,18.57,2.0,2025-09-06 18:30:00,5
S000280,2025-09-20,access,宿舍楼,0.0,1.0,2025-09-20 08:23:00,5
S000280,2025-09-20,consumption,食堂一楼,21.32,3.0,2025-09-20 19:10:00,5
S000280,2025-09-22,access,宿舍楼,0.0,1.0,2025-09-22 20:37:00,0
S000280,2025-10-02,access,图书馆,0.0,1.0,2025-10-02 15:06:00,3
S000280,2025-10-14,access,宿舍楼,0.0,2.0,2025-10-14 08:11:00,1
S000280,2025-11-11,consumption,校园超市,5.18,3.0,2025-11-11 14:44:00,1
S000280,2025-11-13,consumption,食堂一楼,14.96,2.0,2025-11-13 17:56:00,3
S000280,2025-11-19,access,宿舍楼,0.0,1.0,2025-11-19 21:21:00,2
S000280,2025-11-30,consumption,食堂三楼,16.83,1.0,2025-11-30 23:10:00,6
S000281,2025-09-03,consumption,食堂二楼,38.83,1.0,2025-09-03 18:24:00,2
S000281,2025-09-17,access,图书馆,0.0,1.0,2025-09-17 19:36:00,2
S000281,2025-09-18,consumption,开水房,2.27,1.0,2025-09-18 09:59:00,3
S000281,2025-09-22,consumption,食堂二楼,26.84,3.0,2025-09-22 15:16:00,0
S000281,2025-10-28,access,宿舍楼,0.0,1.0,2025-10-28 07:17:00,1
S000281,2025-11-05,consumption,浴室,4.57,1.0,2025-11-05 21:20:00,2
S000281,2025-11-15,consumption,食堂二楼,14.13,2.0,2025-11-15 14:12:00,5
S000281,2025-11-17,access,宿舍楼,0.0,1.0,2025-11-17 06:39:00,0
S000281,2025-11-24,consumption,食堂一楼,49.21,2.0,2025-11-24 23:02:00,0
S000281,2025-11-25,consumption,开水房,1.94,2.0,2025-11-25 08:22:00,1
S000282,2025-09-05,consumption,食堂三楼,11.19,3.0,2025-09-05 18:21:00,4
S000282,2025-09-12,access,图书馆,0.0,1.0,2025-09-12 19:00:00,4
S000282,2025-09-17,access,图书馆,0.0,1.0,2025-09-17 11:04:00,2
S000282,2025-09-23,consumption,食堂二楼,15.01,3.0,2025-09-23 13:49:00,1
S000282,2025-09-25,consumption,食堂三楼,39.27,1.0,2025-09-25 20:58:00,3
S000282,2025-10-14,consumption,食堂三楼,14.96,3.0,2025-10-14 14:35:00,1
S000282,2025-10-14,access,图书馆,0.0,1.0,2025-10-14 10:37:00,1
S000282,2025-10-17,access,宿舍楼,1.5366666666666668,1.0,2025-10-17 19:45:00,4
S000282,2025-11-20,access,宿舍楼,3.0733333333333337,1.0,2025-11-20 16:50:00,3
S000282,2025-11-25,consumption,开水房,4.61,3.0,2025-11-25 09:01:00,1
S000283,2025-09-10,consumption,快递点,1.95,1.0,2025-09-10 11:25:00,2
S000283,2025-09-11,consumption,开水房,4.78,1.0,2025-09-11 19:50:00,3
S000283,2025-09-11,consumption,食堂二楼,12.59,2.0,2025-09-11 10:56:00,3
S000283,2025-10-12,consumption,食堂二楼,15.12,2.0,2025-10-12 12:45:00,6
S000283,2025-11-03,consumption,食堂二楼,25.86,2.0,2025-11-03 15:46:00,0
S000283,2025-11-09,consumption,食堂二楼,18.16,3.0,2025-11-09 09:44:00,6
S000283,2025-11-21,access,宿舍楼,0.0,1.0,2025-11-21 19:32:00,4
S000283,2025-11-25,consumption,食堂一楼,21.93,1.0,2025-11-25 10:12:00,1
S000283,2025-11-26,consumption,快递点,0.78,1.0,2025-11-26 22:00:00,2
S000283,2025-11-27,consumption,食堂一楼,0.78,3.0,2025-11-27 08:24:00,3
S000284,2025-09-08,consumption,快递点,2.44,3.0,2025-09-08 20:00:00,0
S000284,2025-09-21,consumption,食堂一楼,11.06,2.0,2025-09-21 17:57:00,6
S000284,2025-09-25,consumption,食堂二楼,24.29,1.0,2025-09-25 17:26:00,3
S000284,2025-10-01,consumption,开水房,4.51,3.0,2025-10-01 14:18:00,2
S000284,2025-10-04,access,宿舍楼,0.0,1.0,2025-10-04 20:22:00,5
S000284,2025-10-30,access,宿舍楼,0.0,1.0,2025-10-30 18:29:00,3
S000284,2025-10-30,consumption,食堂二楼,32.34,3.0,2025-10-30 18:26:00,3
S000284,2025-11-01,consumption,食堂三楼,29.14,2.0,2025-11-01 16:34:00,5
S000284,2025-11-21,consumption,校园超市,25.94,2.0,2025-11-21 17:47:00,4
S000284,2025-11-26,consumption,浴室,3.97,2.0,2025-11-26 08:36:00,2
S000285,2025-09-04,access,宿舍楼,0.0,1.0,2025-09-04 18:55:00,3
S000285,2025-09-08,consumption,食堂一楼,26.08,1.0,2025-09-08 16:45:00,0
S000285,2025-09-28,consumption,校园超市,59.82,2.0,2025-09-28 10:17:00,6
S000285,2025-09-28,consumption,食堂一楼,25.14,2.0,2025-09-28 11:21:00,6
S000285,2025-10-14,consumption,校园超市,22.2,2.0,2025-10-14 11:19:00,1
S000285,2025-10-26,access,图书馆,0.0,1.0,2025-10-26 15:42:00,6
S000285,2025-11-01,consumption,食堂二楼,32.19,1.0,2025-11-01 22:31:00,5
S000285,2025-11-10,consumption,食堂二楼,19.79,2.0,2025-11-10 21:27:00,0
