student_id,record_count,daily_avg_consumption,daily_avg_frequency,consumption_volatility,total_consumption,total_frequency,library_access_count,dorm_access_count,social_activity_score,weekend_activity_ratio,weekday_activity_ratio,morning_activity_count,afternoon_activity_count,evening_activity_count,night_activity_count,canteen_visits,supermarket_visits,campus_coverage,consumption_regularity,daily_consumption_cv
S000335,10,19.184285714285714,2.0,17.945750524978383,134.29,14.0,1,2,3,0.2,0.8,2,3,5,0,3,1,6,0.05278228480215571,0.9349527662611541
S000336,10,20.024285714285714,1.4285714285714286,19.14033947551859,140.17,10.0,1,2,3,0.2,0.8,2,3,5,0,4,1,7,0.0496515960525661,0.9553791808943962
S000337,10,19.25875,1.75,20.41349374276031,154.07,14.0,1,1,2,0.6,0.4,4,3,3,0,3,1,8,0.046699525636169956,1.059409341174716
S000338,10,14.225,2.6,17.433778993666287,71.125,13.0,1,3,4,0.6,0.4,5,1,4,0,2,1,7,0.054248236367789415,1.2247122580727985
S000339,10,21.07875,2.0,24.341663100536085,168.63,16.0,2,0,2,0.3,0.7,6,2,2,0,2,2,6,0.039460709268873746,1.154248739282133
S000340,10,18.07166666666667,2.6666666666666665,16.873988759823998,108.43,16.0,2,0,2,0.1,0.9,2,5,3,0,2,2,7,0.055947221039309124,0.9332098125075488
S000341,10,24.316666666666666,2.0,34.313138397218445,145.9,12.0,0,4,4,0.1,0.9,4,3,3,0,1,2,5,0.028318072122379478,1.4105154178083767
S000342,10,7.026666666666667,2.5,5.640938456202715,42.160000000000004,15.0,1,3,4,0.3,0.7,2,4,4,0,1,0,5,0.15058112744080443,0.8016492358412195
S000343,10,16.876875,2.5,16.670941985875558,135.015,20.0,0,1,1,0.2,0.8,3,2,5,0,4,1,6,0.05659007883107212,0.9872129678152742
S000344,10,11.387142857142857,2.142857142857143,11.323444285030526,79.71,15.0,1,2,3,0.2,0.8,5,3,2,0,3,0,6,0.08114614525540681,0.9935335923190484
S000345,10,19.85875,2.5,19.346194485516484,158.87,20.0,1,1,2,0.3,0.7,3,5,2,0,4,0,8,0.04914924020370757,0.9736996280851328
S000346,10,25.897999999999996,2.4,25.02043504817612,129.48999999999998,12.0,3,1,4,0.2,0.8,2,4,4,0,1,3,6,0.03843133284084326,0.9657416646663627
S000347,10,12.918333333333331,2.1666666666666665,11.118272197903174,77.50999999999999,13.0,2,1,3,0.0,1.0,0,5,5,0,3,0,7,0.08252001470746219,0.8599926928892492
S000348,10,22.96333333333334,2.6666666666666665,17.56444097222188,137.78,16.0,2,0,2,0.0,1.0,5,0,5,0,2,2,7,0.053866421374945135,0.7645577904333376
S000349,10,18.38642857142857,1.7142857142857142,21.584537041264383,128.70499999999998,12.0,0,3,3,0.2,0.8,3,3,4,0,4,0,7,0.044278082750728615,1.17330040216541
S000350,10,10.063333333333334,2.0,12.863314762014753,60.38,12.0,3,1,4,0.2,0.8,7,1,2,0,2,0,5,0.07213282084166357,1.2769670511596378
S000351,10,20.428333333333335,1.9166666666666667,22.85436974993331,122.57000000000001,11.5,1,3,4,0.2,0.8,3,4,3,0,1,2,6,0.04192104048369569,1.1182110291086995
S000352,10,12.221428571428573,2.2857142857142856,8.907956047959653,85.55000000000001,16.0,2,1,3,0.4,0.6,6,3,1,0,3,2,8,0.1009289903143979,0.728284189858883
S000353,10,15.24111111111111,2.2777777777777777,19.702207011172916,137.17,20.5,0,1,1,0.3,0.7,6,2,2,0,2,1,6,0.048304028621697345,1.2918538765886367
S000354,10,17.58857142857143,2.142857142857143,18.11651955957272,123.11999999999999,15.0,1,1,2,0.4,0.6,3,5,2,0,2,2,7,0.05231077743433917,1.029431259980591
S000355,10,17.658571428571427,2.142857142857143,12.35224328960996,123.61,15.0,1,2,3,0.4,0.6,4,2,4,0,5,0,7,0.07489378213907691,0.6991082068828406
S000356,10,12.88375,2.25,13.992879758240312,103.07,18.0,1,1,2,0.5,0.5,5,0,5,0,2,2,6,0.06669832721431551,1.0852451581766602
S000357,10,23.428571428571427,2.142857142857143,20.268586061992114,164.0,15.0,0,3,3,0.3,0.7,4,3,3,0,4,1,6,0.04701770005233415,0.8647534737242932
S000358,10,4.149,2.5,3.120393315664621,41.49,25.0,0,0,0,0.3,0.7,1,4,5,0,1,1,5,0.2426952777052303,0.7502749015784134
S000359,10,12.950625,1.75,14.54852973364368,103.605,14.0,1,1,2,0.4,0.6,3,4,3,0,3,2,7,0.06431476269014778,1.1225176049491192
S000360,10,34.48285714285714,2.357142857142857,32.645389523527776,241.38,16.5,2,1,3,0.3,0.7,6,1,3,0,3,1,7,0.029721754277825,0.9464391247243505
S000361,10,20.577777777777776,2.2222222222222223,18.556328959264665,185.2,20.0,0,1,1,0.3,0.7,4,3,3,0,4,1,6,0.05113434132157291,0.901327436091435
S000362,10,5.1328571428571435,1.7857142857142858,5.401005197447707,35.93,12.5,1,1,2,0.3,0.7,2,5,3,0,1,0,6,0.15622546290053524,1.0501954550592763
S000363,10,13.616,1.6,9.813428554791642,68.08,8.0,2,3,5,0.4,0.6,2,5,3,0,2,1,7,0.09247760735024974,0.7201987784229886
S000364,10,10.7525,2.0625,14.028824153964479,86.02,16.5,1,1,2,0.3,0.7,2,3,5,0,3,0,6,0.06653880501597381,1.3034912105890342
S000365,10,13.125,1.5,16.716983665037866,105.0,12.0,2,0,2,0.3,0.7,3,2,5,0,2,2,6,0.05644301642459423,1.272705265705205
S000366,10,10.785625,2.5,11.245485264731162,86.285,20.0,1,0,1,0.4,0.6,1,5,4,0,3,0,6,0.08166274985280904,1.0416706086707497
S000367,10,30.496000000000002,2.6,42.536564623862134,152.48000000000002,13.0,2,2,4,0.3,0.7,6,3,1,0,4,0,6,0.022969198618209438,1.3943671613407895
S000368,10,19.721666666666664,2.1666666666666665,17.041684678067092,118.32999999999998,13.0,1,3,4,0.1,0.9,4,3,3,0,3,1,7,0.05542719639788847,0.8636718309688535
S000369,10,9.883125,2.25,14.524997402876583,79.065,18.0,1,1,2,0.4,0.6,4,1,5,0,2,1,7,0.0644122491005836,1.4681910319415334
S000370,10,15.572,2.0,21.406187656843525,77.86,10.0,2,3,5,0.3,0.7,3,3,4,0,1,1,5,0.04463052864303624,1.3737766433605139
S000371,10,7.525555555555556,1.8888888888888888,8.222583400475655,67.73,17.0,1,0,1,0.1,0.9,2,3,5,0,3,0,6,0.10842948841735875,1.0911714922483176
S000372,10,8.586875000000001,2.0,6.70232845333833,68.69500000000001,16.0,1,1,2,0.1,0.9,7,1,2,0,2,2,8,0.1298308694647502,0.7796238113661452
S000373,10,10.368571428571428,1.7142857142857142,11.08267631421735,72.58,12.0,2,1,3,0.5,0.5,2,5,3,0,2,2,8,0.08276312085124118,1.0678421775570743
S000374,10,17.907857142857146,1.5714285714285714,18.659863311651662,125.35500000000002,11.0,2,1,3,0.2,0.8,3,4,3,0,3,2,8,0.05086505354324298,1.0414115461954283
S000375,10,25.31375,2.125,13.392997037364607,202.51,17.0,1,1,2,0.2,0.8,7,2,1,0,7,0,5,0.06947823287977987,0.5288710020184454
S000376,10,6.314285714285715,1.8571428571428572,6.710404501326919,44.2,13.0,2,1,3,0.2,0.8,5,5,0,0,2,0,7,0.1296948817442594,1.061053343331566
S000377,10,23.291428571428572,1.5714285714285714,18.31247519094695,163.04,11.0,2,1,3,0.0,1.0,2,3,5,0,5,0,5,0.051780001792249127,0.7858949563891157
S000378,10,12.871111111111112,2.0,13.210778217467398,115.84,18.0,1,0,1,0.2,0.8,4,6,0,0,3,2,6,0.07036912297813744,1.0255930644113394
S000379,10,21.137857142857143,2.0,14.050884864526877,147.965,14.0,1,1,2,0.2,0.8,3,3,4,0,3,1,6,0.06644127631039684,0.6644117543262615
S000380,10,15.707500000000001,1.6666666666666667,11.478789897023118,94.245,10.0,2,2,4,0.4,0.6,5,0,5,0,3,1,7,0.08013597538320245,0.7303190645473592
S000381,10,16.66166666666667,1.6666666666666667,13.007390847770612,99.97000000000001,10.0,2,2,4,0.1,0.9,8,2,0,0,4,0,6,0.07139088291801024,0.7802093880498215
S000382,10,10.885714285714284,2.2857142857142856,17.951087113916767,76.2,16.0,1,1,2,0.1,0.9,4,5,1,0,2,1,7,0.05276742141434451,1.6475365123563313
S000383,10,15.04857142857143,2.0,15.143792379026056,105.34,14.0,1,2,3,0.4,0.6,2,5,3,0,3,1,9,0.061943313969968765,1.0056592984838477
S000384,10,17.93857142857143,1.8571428571428572,14.493732471395385,125.57,13.0,3,0,3,0.1,0.9,1,3,6,0,4,0,6,0.06454222711320243,0.8075145439332034
S000385,10,9.425999999999998,1.8,8.327303284977676,47.129999999999995,9.0,2,3,5,0.2,0.8,2,4,4,0,2,0,5,0.1072121243886832,0.8825035274457055
S000386,10,17.631428571428568,2.5714285714285716,16.07435372321536,123.41999999999999,18.0,1,1,2,0.2,0.8,4,2,4,0,4,3,7,0.058567370467459474,0.9111707511742452
S000387,10,24.955714285714286,2.2857142857142856,22.025689438428376,174.69,16.0,2,1,3,0.3,0.7,5,1,4,0,5,0,7,0.04342975278434291,0.8822375032558859
S000388,10,24.076666666666668,2.111111111111111,17.103160526639513,216.69,19.0,1,0,1,0.2,0.8,4,1,5,0,7,1,6,0.055238973246050635,0.7100675557697002
S000389,10,8.655,1.9166666666666667,8.219829073648674,51.92999999999999,11.5,2,2,4,0.3,0.7,4,2,4,0,1,2,7,0.108461880584979,0.9486242439294489
S000390,10,19.34,3.2,15.034518615506117,96.7,16.0,3,1,4,0.4,0.6,5,3,2,0,3,0,6,0.0623654519339891,0.7769777062277062
S000391,10,15.636111111111111,1.8888888888888888,14.67599736342001,140.725,17.0,0,1,1,0.1,0.9,4,4,2,0,4,2,6,0.06379179434754839,0.9379964937739593
S000392,10,6.375,2.2,6.552726531757601,31.875,11.0,1,4,5,0.3,0.7,4,3,3,0,2,1,7,0.13240251660049038,1.0262688381766016
S000393,10,15.105625,1.375,19.820140809197813,120.845,11.0,0,2,2,0.3,0.7,5,2,3,0,2,2,7,0.04803041483553393,1.3112352819812487
S000394,10,25.55,2.0,17.987143821550514,204.4,16.0,0,1,1,0.3,0.7,4,1,5,0,4,4,5,0.05266721574337023,0.7037223717351531
S000395,10,12.006428571428572,1.8571428571428572,9.662641423840288,84.045,13.0,1,2,3,0.4,0.6,1,7,2,0,2,2,6,0.09378539146633302,0.8041192411208704
S000396,10,14.664999999999997,2.0714285714285716,18.09141071521695,102.65499999999999,14.5,1,2,3,0.5,0.5,5,2,3,0,2,1,6,0.05237957607831163,1.2328048187541365
S000397,10,19.823124999999997,1.5625,13.07751749527737,158.58499999999998,12.5,1,1,2,0.3,0.7,4,4,2,0,4,2,8,0.07103525180028888,0.6593775562488196
S000398,10,13.089375,2.375,13.753859312285512,104.715,19.0,2,0,2,0.4,0.6,0,7,3,0,3,1,7,0.06777887594246625,1.0499630182573987
S000399,10,24.985,1.75,16.35291236621608,199.88,14.0,1,1,2,0.1,0.9,7,1,2,0,3,4,6,0.05762721431976301,0.6542473441174668
S000400,10,25.29,3.0,16.59641125866272,101.16,12.0,1,4,5,0.4,0.6,3,0,7,0,4,0,5,0.056829769735445325,0.6559846347297518
S000401,10,13.467142857142857,2.2857142857142856,17.147681781400962,94.27,16.0,1,2,3,0.4,0.6,5,5,0,0,3,0,8,0.05510345685171046,1.2723528987683563
S000402,10,17.53277777777778,2.2222222222222223,12.984291256916737,157.79500000000002,20.0,1,0,1,0.2,0.8,3,4,3,0,6,0,5,0.0715088081067671,0.7401502442426487
S000403,10,23.49125,2.125,23.218357538502037,187.93,17.0,2,0,2,0.4,0.6,4,2,4,0,3,2,6,0.04129099169546129,0.9879626631988526
S000404,10,12.77375,1.5,15.402378237049719,102.19,12.0,1,1,2,0.4,0.6,5,3,2,0,3,0,5,0.06096676869340804,1.2048403822860836
S000405,10,13.008333333333331,2.5,12.202120170964825,78.04999999999998,15.0,3,0,3,0.3,0.7,3,5,2,0,3,0,5,0.07574540960468465,0.9373027912660218
S000406,10,21.154999999999998,2.0,14.952492434373609,126.92999999999999,12.0,4,0,4,0.2,0.8,5,2,3,0,3,3,4,0.06268612908696647,0.7064725931667191
S000407,10,11.809999999999999,2.0,13.531136315919664,59.05,10.0,4,1,5,0.3,0.7,5,3,2,0,1,1,6,0.06881774269121986,1.1447661857800056
S000408,10,11.407499999999999,2.125,13.219024980253705,91.26,17.0,1,0,1,0.5,0.5,3,3,4,0,2,1,6,0.07032831023144862,1.15778629124184
S000409,10,22.772857142857145,2.5714285714285716,28.826840915071795,159.41000000000003,18.0,3,0,3,0.0,1.0,3,3,4,0,1,2,5,0.03352684928475581,1.2652864710653533
S000410,10,24.65833333333333,1.7777777777777777,15.125723536413059,221.92499999999998,16.0,1,0,1,0.3,0.7,3,3,4,0,4,2,8,0.06201272133569245,0.6131635782614577
S000411,10,20.432222222222222,2.2222222222222223,20.605312893631208,183.89000000000001,20.0,1,0,1,0.2,0.8,3,4,3,0,5,0,4,0.04628491172163394,1.0079781282893838
S000412,10,20.363333333333333,1.8888888888888888,14.426884625587048,183.27,17.0,0,1,1,0.4,0.6,3,3,4,0,5,3,5,0.06482190178186714,0.7081258814915108
S000413,10,18.06222222222222,2.4444444444444446,12.618435697202901,162.56000000000003,22.0,0,0,0,0.5,0.5,4,4,2,0,4,1,7,0.07342987272799552,0.6982226945885405
S000414,10,18.371111111111112,2.111111111111111,17.091983094746823,165.34,19.0,0,1,1,0.3,0.7,6,3,1,0,4,1,6,0.05527310050883031,0.9298666980156041
S000415,10,10.908571428571431,1.5714285714285714,15.226027528075546,76.36000000000001,11.0,1,2,3,0.4,0.6,5,1,4,0,0,2,6,0.061629378988154765,1.394507296827539
S000416,10,16.745,2.6666666666666665,24.75161227071885,100.47,16.0,2,2,4,0.3,0.7,2,2,6,0,2,0,4,0.03883252005689216,1.4772672199772514
S000417,10,8.966666666666667,2.3333333333333335,8.910779240148791,53.8,14.0,1,3,4,0.3,0.7,3,3,4,0,1,1,7,0.10090023960466976,0.992660145579145
S000418,10,18.5725,1.875,14.340466967889954,148.58,15.0,2,0,2,0.5,0.5,3,2,5,0,5,1,6,0.06518706386794872,0.7717189273719872
S000419,10,20.492500000000003,2.5,18.855117011039738,122.95500000000001,15.0,1,2,3,0.5,0.5,3,6,1,0,2,3,7,0.050364850503977654,0.9196496530198627
S000420,10,33.26285714285715,1.7142857142857142,23.815249816231695,232.84,12.0,1,1,2,0.5,0.5,3,3,4,0,6,2,5,0.0402978010459479,0.7157560805187491
S000421,10,6.970000000000001,2.4,6.00258694231079,34.85,12.0,3,2,5,0.6,0.4,4,3,3,0,1,1,6,0.1428043676198912,0.8599694759757579
S000422,10,20.789375,1.6875,18.80617384141632,166.315,13.5,1,1,2,0.2,0.8,6,2,2,0,3,1,7,0.05048930742539069,0.9041701417189852
S000423,10,21.899375,1.75,21.95775951970055,175.195,14.0,2,0,2,0.3,0.7,3,3,4,0,4,1,7,0.04355825746592904,1.002208393425214
S000424,10,17.178888888888892,1.8888888888888888,17.64108039098261,154.61,17.0,0,1,1,0.2,0.8,6,2,2,0,3,3,6,0.0536449593599595,1.0263071979240042
S000425,10,18.883333333333333,2.3333333333333335,18.80615590704278,169.95,21.0,0,1,1,0.3,0.7,3,4,3,0,5,0,5,0.05048935314320204,0.9953858101822218
S000426,10,9.931111111111111,1.6666666666666667,6.960896932947011,89.38,15.0,1,0,1,0.5,0.5,3,3,4,0,2,3,6,0.1256139865171969,0.7002131708564111
S000427,10,8.56375,1.5625,8.237856755769151,68.51,12.5,1,1,2,0.4,0.6,3,4,3,0,3,0,6,0.10825021717028553,0.9608230652595597
S000428,10,17.6025,1.75,16.60852466857507,70.41,7.0,3,2,5,0.1,0.9,2,5,3,0,1,2,6,0.056790674904448016,0.942996432566363
S000429,10,7.4071428571428575,2.2857142857142856,7.498810381844385,51.85,16.0,2,1,3,0.5,0.5,3,3,4,0,2,1,7,0.11766352643144663,1.0110106447016698
S000430,10,21.88666666666667,1.5555555555555556,15.68412015383713,196.98000000000002,14.0,0,1,1,0.1,0.9,5,4,1,0,6,1,6,0.059937233176183595,0.7162788927007364
S000431,10,15.3975,2.125,13.872706760295298,123.18,17.0,1,1,2,0.3,0.7,3,6,1,0,4,1,8,0.0672372565476538,0.9003866143303779
S000432,10,11.359166666666667,2.1666666666666665,6.512528246899714,68.155,13.0,1,3,4,0.2,0.8,2,3,5,0,4,1,7,0.13311098036971536,0.5728237115209013
S000433,10,15.808750000000002,2.5,14.990315385512837,126.47000000000001,20.0,1,1,2,0.1,0.9,3,3,4,0,3,2,7,0.06253785343758736,0.9476295779067774
S000434,10,6.4,2.6,7.315326376861117,32.0,13.0,2,2,4,0.3,0.7,7,1,2,0,1,0,6,0.12025986169137977,1.1412365642529043
S000435,10,21.311,1.8,40.29096399938825,106.55499999999999,9.0,1,3,4,0.3,0.7,3,3,4,0,3,0,7,0.02421837378305858,1.8897314384591832
S000436,10,11.2775,2.25,8.907388185417446,90.22,18.0,1,1,2,0.2,0.8,2,4,4,0,5,0,7,0.10093477526921645,0.7891373807678801
S000437,10,15.202857142857143,2.0,9.879425952091404,106.42,14.0,2,1,3,0.4,0.6,3,7,0,0,5,0,5,0.09191661438789105,0.6494129182518531
S000438,10,19.5975,3.0,12.589967897761563,78.39,12.0,2,3,5,0.3,0.7,3,4,3,0,3,0,6,0.0735836911111992,0.6420995995288314
S000439,10,16.73,1.5714285714285714,17.569740085347494,117.11,11.0,1,2,3,0.3,0.7,2,1,7,0,4,0,6,0.05385104990182673,1.049566313342144
S000440,10,19.366666666666664,2.5,15.510450240617345,116.19999999999999,15.0,3,1,4,0.5,0.5,1,4,5,0,4,0,7,0.06056770017936281,0.8004705095794261
S000441,10,13.522857142857143,1.8571428571428572,11.906811375967,94.66,13.0,0,3,3,0.2,0.8,3,3,4,0,3,1,5,0.07747847015584657,0.8798446071125198
S000442,10,17.136000000000003,2.0,4.990809553569441,85.68,10.0,3,1,4,0.2,0.8,3,2,5,0,4,1,7,0.16692234848363366,0.29107719313947505
S000443,10,22.03,2.0,19.27141406332187,88.12,8.0,1,5,6,0.1,0.9,4,4,2,0,3,0,5,0.049330549752291446,0.8743835781906474
S000444,10,10.838333333333333,2.5,22.02542659443096,65.03,15.0,0,3,3,0.3,0.7,6,0,4,0,2,0,5,0.04343024855148025,2.0303051093345488
S000445,10,16.24125,1.875,20.308808389816612,129.93,15.0,2,0,2,0.2,0.8,2,6,2,0,4,0,7,0.04692894983643927,1.249676695012175
S000446,10,16.248333333333335,1.5,19.88492837972183,97.49000000000001,9.0,1,3,4,0.4,0.6,4,5,1,0,1,1,6,0.04788141868712116,1.2230606896804814
S000447,10,13.66777777777778,2.111111111111111,16.523968786113233,123.01,19.0,1,0,1,0.5,0.5,3,4,3,0,3,1,6,0.05706469876803502,1.20808870085312
S000448,10,5.868571428571428,1.5714285714285714,8.390505405062376,41.08,11.0,3,0,3,0.2,0.8,2,4,4,0,0,1,4,0.10649054090964101,1.4273034710920203
S000449,10,12.58111111111111,1.8888888888888888,14.661812170093814,113.22999999999999,17.0,0,1,1,0.2,0.8,4,4,2,0,3,1,7,0.06384957175705996,1.1644573731984147
S000450,10,26.731666666666666,2.6666666666666665,21.994871599231185,160.39,16.0,2,1,3,0.2,0.8,5,2,3,0,3,2,6,0.04348795755108431,0.8224944194165603
S000451,10,10.85125,2.375,8.86055534780008,86.81,19.0,1,1,2,0.1,0.9,4,4,2,0,3,1,8,0.10141416631499392,0.815795175306717
S000452,10,23.195000000000004,2.0,23.515151498555138,139.17000000000002,12.0,1,3,4,0.0,1.0,3,4,3,0,3,0,7,0.040791100151224335,1.013365718532865
S000453,10,14.1525,2.25,13.869229816910734,113.22,18.0,1,1,2,0.6,0.4,2,3,5,0,3,2,8,0.06725297895811004,0.9792924848657182
S000454,10,19.743750000000002,1.625,16.582463144194573,157.95000000000002,13.0,2,0,2,0.3,0.7,4,3,3,0,5,1,7,0.05687485261871189,0.8394589960991999
S000455,10,8.201666666666666,2.0,8.894610540471497,49.209999999999994,12.0,1,3,4,0.4,0.6,4,2,4,0,2,1,6,0.10106511983566643,1.083167510510026
S000456,10,15.71875,2.125,14.044490976383385,125.75,17.0,1,0,1,0.2,0.8,1,6,3,0,5,0,5,0.0664695137621994,0.8929184440202422
S000457,10,6.7993749999999995,2.0,5.817038051829175,54.394999999999996,16.0,1,1,2,0.5,0.5,5,2,3,0,1,2,7,0.1466912744797832,0.8542690117417788
S000458,10,20.321111111111108,2.2222222222222223,15.517766788784755,182.89,20.0,0,1,1,0.5,0.5,5,2,3,0,4,2,6,0.06054087170421735,0.7632522740138966
S000459,10,8.15,1.8888888888888888,10.885731486675574,73.35000000000001,17.0,0,1,1,0.3,0.7,4,2,4,0,2,0,5,0.08413449362549068,1.3340357214063203
S000460,10,10.572857142857144,2.142857142857143,8.588856567835858,74.01,15.0,2,1,3,0.2,0.8,2,4,4,0,4,0,7,0.1042877211610741,0.8115820190989607
S000461,10,12.3625,2.75,14.365902628562305,49.45,11.0,2,3,5,0.3,0.7,5,3,2,0,2,1,6,0.06507915767611265,1.1611155892958014
S000462,10,13.820000000000002,2.2857142857142856,10.166013640229552,96.74000000000001,16.0,1,1,2,0.3,0.7,5,1,4,0,4,1,7,0.08955747612533294,0.7350696775292517
S000463,10,10.000000000000002,2.3,8.444672877027267,50.00000000000001,11.5,0,4,4,0.5,0.5,5,2,3,0,1,1,6,0.10587979202883227,0.8436236640386879
S000464,10,10.398571428571428,1.8571428571428572,12.486004736732813,72.78999999999999,13.0,1,1,2,0.0,1.0,5,2,3,0,3,0,6,0.07415094533344091,1.1995887065211324
S000465,10,13.267222222222223,1.8888888888888888,14.673774461413958,119.405,17.0,0,1,1,0.2,0.8,3,4,3,0,5,1,7,0.06380084149238092,1.105184067557016
S000466,10,25.490000000000002,2.6,24.76943378440452,127.45,13.0,2,3,5,0.7,0.3,2,3,5,0,3,1,7,0.038805664430438244,0.9713503444864516
S000467,10,11.4375,2.8333333333333335,10.299247423962589,68.625,17.0,3,1,4,0.4,0.6,4,2,4,0,3,1,7,0.08850146938806523,0.899694031357291
S000468,10,21.5925,2.0,14.652807385812258,172.74,16.0,1,1,2,0.2,0.8,4,0,6,0,5,1,8,0.06388630329064181,0.6782922062637313
S000469,10,10.840000000000002,1.9166666666666667,13.251908541791252,65.04,11.5,2,2,4,0.2,0.8,5,3,2,0,3,0,5,0.07016604106514389,1.2213740591512674
S000470,10,25.05,1.8571428571428572,15.990982875775128,175.35,13.0,0,3,3,0.0,1.0,3,5,2,0,5,1,6,0.058854747092103116,0.6381078561761823
S000471,10,20.580624999999998,2.3125,18.149968995939673,164.645,18.5,0,1,1,0.5,0.5,2,3,5,0,6,1,7,0.05221940569261641,0.8814676094552581
S000472,10,16.485999999999997,2.8,12.299936178696214,82.42999999999999,14.0,2,2,4,0.3,0.7,1,6,3,0,2,1,7,0.07518833072310498,0.7456314366328938
S000473,10,21.77,2.142857142857143,13.554181396651488,152.39,15.0,0,2,2,0.6,0.4,2,3,5,0,5,0,6,0.0687087767251597,0.6223223781749995
S000474,10,14.57,1.4444444444444444,14.772327169406992,131.13,13.0,1,0,1,0.1,0.9,2,3,5,0,3,2,6,0.06340218467821689,1.0131911638825097
S000475,10,20.869999999999997,1.6428571428571428,14.85365835969936,146.08999999999997,11.5,1,2,3,0.4,0.6,2,3,5,0,2,3,7,0.06307692378069912,0.7113821053495862
S000476,10,19.061666666666667,2.6666666666666665,13.669704337207396,114.37,16.0,2,2,4,0.6,0.4,1,5,4,0,5,0,6,0.06816769970364416,0.7167545750523846
S000477,10,11.556666666666667,2.3333333333333335,15.260428128550872,69.34,14.0,2,2,4,0.2,0.8,4,4,2,0,1,1,7,0.06149899572718815,1.3193453713444558
S000478,10,28.597999999999995,2.0,13.704505463532787,142.98999999999998,10.0,1,4,5,0.1,0.9,5,3,2,0,4,0,6,0.06800636733278809,0.47904451424541344
S000479,10,30.26571428571429,1.8571428571428572,16.12691317554071,211.86,13.0,0,3,3,0.3,0.7,5,2,3,0,3,3,5,0.058387637617508335,0.5326682972150473
S000480,10,24.844,2.8,10.84976405273405,124.22,14.0,1,4,5,0.3,0.7,3,3,4,0,3,2,5,0.0843898659542739,0.4365399554491852
S000481,10,14.755,2.5,6.037399274522103,88.53,15.0,2,2,4,0.2,0.8,4,2,4,0,3,2,6,0.14209794854476382,0.40889937517928227
S000482,10,6.8771428571428554,1.8571428571428572,8.40602108468629,48.139999999999986,13.0,3,0,3,0.2,0.8,1,7,2,0,1,3,5,0.1063148796921235,1.2205382201369852
S000483,10,13.0225,2.25,16.63692343639807,104.18,18.0,1,0,1,0.2,0.8,3,1,6,0,3,0,5,0.05669923122398192,1.2765719114826832
S000484,10,6.086,2.0,4.173718965143676,30.430000000000003,10.0,4,1,5,0.3,0.7,5,1,4,0,0,3,4,0.19328456120968093,0.684665184570813
S000485,10,13.640714285714285,2.0,12.759728454716235,95.485,14.0,2,1,3,0.3,0.7,2,4,4,0,2,1,7,0.07267585281868288,0.9347297282508885
S000486,10,12.33,1.7142857142857142,12.381165804021311,86.31,12.0,1,2,3,0.2,0.8,3,3,4,0,2,2,6,0.07473190412897206,1.0033359646694742
S000487,10,16.325714285714284,1.7142857142857142,21.226923828904066,114.27999999999999,12.0,2,1,3,0.5,0.5,2,4,4,0,2,1,8,0.04499048126037091,1.2994181618043592
S000488,10,6.483333333333333,2.3333333333333335,8.376394610252472,38.9,14.0,0,4,4,0.2,0.8,4,2,4,0,1,1,5,0.10665080146121043,1.2899991699567461
S000489,10,25.656875,1.875,22.851930668279586,205.255,15.0,1,1,2,0.4,0.6,4,1,5,0,2,2,7,0.041925327299810106,0.890327734415646
S000490,10,17.277142857142856,2.0,20.309714189918832,120.94,14.0,0,2,2,0.0,1.0,4,4,2,0,3,1,6,0.04692695505381665,1.1748450485863302
S000491,10,10.295,2.25,15.415089360752988,61.769999999999996,13.5,2,1,3,0.5,0.5,4,2,4,0,3,0,7,0.06091955870742384,1.4958844600439583
S000492,10,12.04,2.388888888888889,9.000497208487984,108.36,21.5,0,1,1,0.5,0.5,4,4,2,0,5,1,6,0.09999502816232415,0.7469292289201647
S000493,10,16.412222222222223,1.7777777777777777,13.686673973045622,147.70999999999998,16.0,0,0,0,0.5,0.5,4,3,3,0,6,0,5,0.06808893571378345,0.8334239902395845
S000494,10,13.7725,1.5,12.4210923720213,110.18,12.0,1,1,2,0.4,0.6,2,5,3,0,2,3,7,0.07450958329477571,0.9012220113928024
S000495,10,18.213333333333335,2.0,11.773943547795133,109.28,12.0,2,2,4,0.4,0.6,3,3,4,0,3,2,6,0.07828436036674098,0.64609165252214
S000496,10,13.307142857142859,2.0,14.452873663837831,93.15,14.0,2,1,3,0.4,0.6,1,5,4,0,2,1,8,0.06471288264914495,1.0852833688786183
S000497,10,14.545000000000002,2.1666666666666665,13.864877568878853,87.27000000000001,13.0,0,4,4,0.3,0.7,6,1,3,0,3,0,4,0.06727266977923872,0.952585198823693
S000498,10,4.847142857142856,2.2857142857142856,6.383874774998107,33.92999999999999,16.0,0,3,3,0.3,0.7,2,2,6,0,2,0,6,0.13543024908629445,1.314327159558434
S000499,10,21.03,2.5625,19.482022482278374,168.24,20.5,1,1,2,0.2,0.8,6,1,3,0,4,0,6,0.04882330350263155,0.9259516388915576
S000500,10,13.592500000000001,1.375,16.263795682435266,108.74000000000001,11.0,2,0,2,0.5,0.5,4,2,4,0,2,1,5,0.05792468923954144,1.1956475414398282
